pushup_pose,pose_world_landmarks
1,"[ 6.17068827e-01  2.92208418e-02 -1.25486165e-01  9.99971628e-01
  6.43455684e-01  2.74487585e-03 -1.30602568e-01  9.99881268e-01
  6.44505739e-01  3.63524258e-03 -1.18355259e-01  9.99945641e-01
  6.45001829e-01  4.65976447e-03 -1.22639529e-01  9.99935150e-01
  6.51354492e-01  1.04898959e-02 -1.74076602e-01  9.99899149e-01
  6.49979532e-01  1.10095367e-02 -1.84926108e-01  9.99969602e-01
  6.39133036e-01  1.95352808e-02 -1.64411232e-01  9.99948978e-01
  6.17063880e-01 -1.01177007e-01 -6.89313933e-02  9.99965191e-01
  5.47433317e-01 -7.74029791e-02 -2.19151840e-01  9.99937773e-01
  6.02752447e-01  6.78829104e-03 -8.70824158e-02  9.99856234e-01
  5.61036706e-01  1.41607523e-02 -1.55768126e-01  9.99857187e-01
  4.36920166e-01 -1.07034191e-01  9.48387608e-02  9.99987841e-01
  4.94584113e-01 -7.22154379e-02 -1.32595345e-01  9.99990821e-01
  3.67854834e-01  9.59407315e-02  1.57206863e-01  4.32600081e-01
  3.50158960e-01  1.48069367e-01 -2.03101784e-01  9.99280155e-01
  3.06815535e-01  3.00867140e-01  2.10670277e-01  7.59560943e-01
  3.40032995e-01  3.34563255e-01 -1.99482575e-01  9.99625564e-01
  3.79142463e-01  2.84411430e-01  2.40423575e-01  7.88615346e-01
  4.23631728e-01  3.62031400e-01 -2.70073771e-01  9.99673605e-01
  3.82836819e-01  2.80565023e-01  2.02669144e-01  8.03804398e-01
  4.87556040e-01  3.39390010e-01 -2.27040857e-01  9.99669194e-01
  3.08130503e-01  3.21283162e-01  1.97617874e-01  7.61616170e-01
  3.78038526e-01  3.31270754e-01 -1.93512872e-01  9.99179542e-01
 -8.60603759e-04 -1.43114747e-02  1.15886196e-01  9.99853730e-01
  7.58110639e-03  1.55694988e-02 -1.14787102e-01  9.99944210e-01
 -4.22503740e-01  1.08087152e-01  1.57167315e-01  1.75243229e-01
 -3.31898332e-01  1.63979799e-01 -5.52736074e-02  9.80082333e-01
 -7.64430523e-01  2.16712743e-01  2.70002246e-01  6.77414894e-01
 -7.31177032e-01  2.10962787e-01  5.76548204e-02  9.97107923e-01
 -7.99375057e-01  2.13858306e-01  2.88896203e-01  8.90064359e-01
 -7.63946712e-01  2.18981773e-01  3.30163129e-02  9.96890008e-01
 -7.22386658e-01  2.89866507e-01  2.90032178e-01  9.40474451e-01
 -6.74819231e-01  2.97753096e-01  4.93652234e-03  9.96805906e-01]"
1,"[ 0.65852606 -0.07155404 -0.28530461  0.99999225  0.66262954 -0.11067133
 -0.28135642  0.99997604  0.66182095 -0.11131608 -0.26969266  0.9999876
  0.66230071 -0.11113524 -0.27354261  0.99998724  0.6640625  -0.10744914
 -0.32511452  0.99998271  0.66349119 -0.10581094 -0.33796495  0.99999344
  0.65311205 -0.0969561  -0.31473711  0.99998915  0.59214884 -0.16918291
 -0.20271696  0.99999511  0.5082981  -0.15490349 -0.35144719  0.99998581
  0.63514054 -0.06433358 -0.24161673  0.99998975  0.59262115 -0.05814104
 -0.31116444  0.9999876   0.46278211 -0.07925746 -0.02569839  0.99999666
  0.4443846  -0.10148808 -0.26037651  0.99999297  0.44845033  0.14989902
  0.02721127  0.94001698  0.32128984  0.14225873 -0.32634112  0.99988055
  0.42111605  0.37325871  0.04972459  0.98816049  0.29182342  0.33603263
 -0.35951594  0.99995291  0.48840803  0.36863932  0.07178889  0.98760891
  0.34381932  0.36762694 -0.44834155  0.99992919  0.48583484  0.36239856
  0.02668214  0.98987305  0.41438395  0.35817543 -0.41343093  0.99992669
  0.41683739  0.39463413  0.03145021  0.98770577  0.32479179  0.34156784
 -0.35794687  0.99977928  0.02494361  0.01060804  0.11719569  0.99994767
 -0.01736635 -0.01158616 -0.11624822  0.99996948 -0.37045431  0.16548495
  0.2225302   0.46679267 -0.3240703   0.1425533   0.03326849  0.99631447
 -0.67636985  0.28565919  0.42750975  0.83899385 -0.69286102  0.21343915
  0.244148    0.99827075 -0.71009529  0.2829293   0.45883489  0.9046436
 -0.72211778  0.22853124  0.22863209  0.99444771 -0.68271327  0.36989641
  0.45678681  0.95872766 -0.6785267   0.31459576  0.18707982  0.9969523 ]"
0,"[-0.54283029  0.17914973 -0.43067303  0.97754925 -0.54280967  0.13607211
 -0.4691152   0.97644526 -0.53988272  0.13814697 -0.45723313  0.97307152
 -0.54321253  0.13790788 -0.45819339  0.98151761 -0.57050377  0.1322968
 -0.44240254  0.97943705 -0.56787801  0.1278616  -0.45873913  0.98202205
 -0.5527842   0.12260008 -0.43582651  0.99044818 -0.47909972 -0.00181847
 -0.51508552  0.99320626 -0.50150198  0.02682863 -0.34635612  0.99413872
 -0.51078969  0.12273008 -0.43097794  0.99284536 -0.49955058  0.12406183
 -0.41016525  0.99040341 -0.25330898 -0.10690342 -0.38763589  0.99761164
 -0.58318788 -0.08555494 -0.11039034  0.99916625 -0.08009436 -0.04184495
 -0.411441    0.97998214 -0.52954477  0.01943828  0.03017125  0.01213103
 -0.10127726  0.21497673 -0.30739936  0.92204279 -0.60353482  0.2628229
  0.06514201  0.36869073 -0.12799202  0.29153335 -0.30374771  0.89163905
 -0.66094363  0.2808755   0.04034521  0.51510167 -0.17889039  0.28493679
 -0.29559618  0.90639108 -0.67537934  0.27617526  0.02989372  0.55050385
 -0.1143282   0.22250313 -0.30293587  0.82136673 -0.61454004  0.2831378
  0.05642525  0.49246988  0.07284001 -0.00537622 -0.06943922  0.99134564
 -0.08032145  0.00254583  0.06611884  0.99335587  0.42943564  0.08748441
  0.1002663   0.09325472  0.28278798  0.02547569  0.20899422  0.0062094
  0.68059903  0.10388863  0.34704819  0.39083561  0.60349274  0.12656641
  0.46643955  0.02349826  0.70419562  0.13251935  0.37392154  0.48517573
  0.62967819  0.15030062  0.45721304  0.05914234  0.69780362  0.27788034
  0.34508246  0.49469954  0.56312841  0.29558331  0.42181981  0.10047189]"
0,"[ 0.60645044  0.20984326 -0.13931371  0.99993384  0.63683593  0.1834593
 -0.1407675   0.99990118  0.63712519  0.18596147 -0.12899341  0.99991596
  0.63782346  0.18517077 -0.13231038  0.99992967  0.64377934  0.19115105
 -0.18807948  0.99994063  0.64068687  0.19283721 -0.20110629  0.99996495
  0.63245583  0.19620466 -0.17785843  0.99996948  0.64479053  0.08766328
 -0.06661474  0.99996686  0.56662637  0.07022935 -0.22378714  0.99994564
  0.60124493  0.19103232 -0.09511545  0.99983454  0.55625117  0.18370245
 -0.16735078  0.99987435  0.51360387 -0.01163761  0.08784298  0.99993467
  0.52659249  0.02866686 -0.13500305  0.9999851   0.40623125 -0.04731017
  0.22410886  0.21893793  0.26699114 -0.02065918 -0.22859161  0.99708015
  0.43555862  0.15295501  0.38010785  0.02666825  0.32095337  0.12714945
 -0.28158283  0.9976809   0.4900206   0.15750846  0.40796274  0.055839
  0.38970312  0.17463891 -0.33899161  0.9980154   0.50836247  0.16883379
  0.38850829  0.06122581  0.45174071  0.18446985 -0.30761945  0.99805862
  0.43275502  0.17691134  0.37520328  0.05843241  0.35926852  0.13649057
 -0.27889904  0.99640119  0.01660478 -0.00653137  0.12657724  0.9998945
 -0.00967159  0.00958531 -0.1252169   0.99996483 -0.39687032 -0.01067389
  0.17842683  0.30637655 -0.37598255  0.03815184 -0.11926498  0.99413955
 -0.74947327  0.0097801   0.31111491  0.64470041 -0.79480153 -0.03047388
 -0.07841714  0.99685967 -0.78360724 -0.00802982  0.33132514  0.83320445
 -0.82899821 -0.03523749 -0.11131968  0.993761   -0.7591359   0.078094
  0.33675307  0.88710833 -0.79154956  0.07390618 -0.14045076  0.99613059]"
1,"[-0.65979123  0.03054922 -0.21373123  0.99839991 -0.66234493 -0.01276767
 -0.24534823  0.9974612  -0.66297191 -0.01069759 -0.23166075  0.99809998
 -0.6635403  -0.0109904  -0.23460442  0.99795783 -0.68458748 -0.02313362
 -0.22835208  0.99827445 -0.6827215  -0.02517403 -0.24313851  0.99897718
 -0.66818726 -0.0278698  -0.22154231  0.99918836 -0.58294666 -0.1151719
 -0.2912783   0.99928683 -0.59204936 -0.10878461 -0.15417065  0.99947363
 -0.61802328 -0.00771903 -0.2143473   0.9982565  -0.60099691 -0.00830046
 -0.20582266  0.99855596 -0.38590693 -0.08781399 -0.25220549  0.9991591
 -0.55257916 -0.09139176  0.06934007  0.99812311 -0.37182891  0.18803649
 -0.29524344  0.98613214 -0.46669409  0.15694201  0.09220111  0.27667868
 -0.4201076   0.40550599 -0.22844474  0.99615663 -0.51019287  0.4022907
  0.05114297  0.72389615 -0.47243133  0.44637167 -0.23657943  0.99639279
 -0.56535465  0.40248281  0.02672089  0.79389143 -0.4959828   0.42600197
 -0.21847589  0.99631399 -0.59045833  0.38868093 -0.00239976  0.81263286
 -0.42388603  0.40297389 -0.22392322  0.99205506 -0.53051358  0.41353035
  0.03259296  0.78864235  0.03404356 -0.01395106 -0.06665201  0.99904782
 -0.03868434  0.01189611  0.06628414  0.99797601  0.42601928  0.12359037
 -0.02920515  0.90064174  0.19492301  0.16625518  0.19766213  0.02415694
  0.76173848  0.1977372   0.08029141  0.95414478  0.48040697  0.19294521
  0.41893321  0.02499057  0.78869265  0.23438239  0.09588274  0.94796181
  0.50033671  0.19899148  0.39993906  0.09876026  0.76214397  0.34910029
  0.06560706  0.95074385  0.46763453  0.25607517  0.41180584  0.10932028]"
0,"[ 6.30972162e-02  4.07280117e-01 -4.53279257e-01  9.99974251e-01
  8.10076743e-02  3.66407841e-01 -4.86255586e-01  9.99835134e-01
  8.29110742e-02  3.64796728e-01 -4.72917080e-01  9.99954462e-01
  8.07967186e-02  3.66124511e-01 -4.70744878e-01  9.99852657e-01
  5.23618236e-02  3.81150186e-01 -5.02568960e-01  9.99943018e-01
  4.97825220e-02  3.75221550e-01 -5.15961170e-01  9.99991179e-01
  3.87069955e-02  3.70424777e-01 -4.90794837e-01  9.99970078e-01
  1.21941984e-01  2.95579582e-01 -4.48990077e-01  9.99943018e-01
 -3.33696604e-03  2.36674532e-01 -4.76597011e-01  9.99978304e-01
  6.98989183e-02  3.90018821e-01 -4.09392029e-01  9.99876499e-01
  3.18399072e-02  3.59032631e-01 -4.39775229e-01  9.99918818e-01
  2.05710202e-01  1.95612848e-01 -3.22612226e-01  9.99986172e-01
 -9.99227837e-02  1.95404649e-01 -2.87315756e-01  9.99984503e-01
  3.71919453e-01  2.41394788e-01 -1.69104367e-01  9.63896275e-01
 -3.50833446e-01  1.93350375e-01 -1.97773904e-01  8.59252512e-01
  3.22545081e-01  5.31757772e-01 -6.96419850e-02  9.82779741e-01
 -3.19893003e-01  4.72263753e-01 -1.07565217e-01  9.93904173e-01
  3.63315105e-01  6.19112551e-01 -6.32355437e-02  9.98555362e-01
 -3.47508550e-01  5.55639207e-01 -1.64453119e-01  9.99619961e-01
  3.27942938e-01  5.90791106e-01 -5.82639277e-02  9.98247504e-01
 -3.18542778e-01  5.82069814e-01 -1.59638226e-01  9.99298453e-01
  2.93087304e-01  5.23341238e-01 -5.75355664e-02  9.95935440e-01
 -3.02761555e-01  4.94604409e-01 -1.00492395e-01  9.98104811e-01
  1.13157526e-01  1.90497227e-02  3.45714800e-02  9.99980688e-01
 -1.15834199e-01 -1.45997331e-02 -2.88815685e-02  9.99990106e-01
  8.21989924e-02 -7.75893405e-02  3.49735945e-01  4.50370647e-03
 -2.07290053e-01 -3.65628786e-02  2.86131769e-01  1.13199325e-02
  5.05876653e-02 -1.79154754e-01  7.23242879e-01  3.24624747e-01
 -2.47268185e-01 -2.28554934e-01  6.64823949e-01  7.24830449e-01
  6.93779066e-02 -1.80648208e-01  7.82020807e-01  9.54187870e-01
 -2.53110886e-01 -2.25907266e-01  6.79430783e-01  9.88601863e-01
  1.27314717e-01 -8.51855576e-02  9.22754526e-01  8.69757878e-06
 -2.45372519e-01 -8.10636058e-02  7.85496652e-01  2.46815616e-05]"
0,"[-0.63076454  0.07928865  0.07958429  0.99992192 -0.64046651  0.0547897
  0.05258829  0.99993098 -0.64067054  0.05227009  0.06446808  0.9999069
 -0.64186084  0.05246054  0.05912916  0.99992669 -0.65171403  0.03633463
  0.06518845  0.99996102 -0.64886767  0.03288834  0.05248374  0.99995768
 -0.6380145   0.02971921  0.07330246  0.99997187 -0.58044219 -0.02451552
 -0.01780865  0.99994755 -0.54256308 -0.05945392  0.12083099  0.99995363
 -0.60104334  0.043386    0.07122266  0.99981791 -0.56539196  0.03453901
  0.08210795  0.99983418 -0.46140856  0.02674876 -0.05156689  0.99997115
 -0.44586694 -0.15798303  0.26764736  0.99973124 -0.37916178  0.13747463
 -0.152051    0.95388949 -0.23591295 -0.08813954  0.29817808  0.07380243
 -0.37960461  0.263989   -0.06422365  0.67490482 -0.31389034  0.14898811
  0.32585654  0.00881011 -0.40699488  0.28612    -0.04567233  0.68405324
 -0.34452045  0.1559051   0.32300255  0.0101952  -0.41146338  0.27604857
 -0.04138756  0.67342937 -0.39806646  0.15758556  0.31164426  0.00979853
 -0.37117904  0.25463384 -0.06089213  0.5715102  -0.34602806  0.16378933
  0.31501448  0.01040662 -0.01428483  0.03703456 -0.06871247  0.99995184
  0.01070241 -0.04040365  0.07048245  0.99991834  0.40498909  0.08377592
 -0.1151212   0.74513525  0.36492696  0.01857709  0.03716433  0.07876611
  0.80756342  0.06434893 -0.15040907  0.84174895  0.7925483   0.08355454
  0.05031959  0.15519321  0.84897602  0.08612815 -0.1456061   0.84326363
  0.83015096  0.08999681  0.0095496   0.34150347  0.87899774  0.17918649
 -0.13806561  0.79085416  0.84133643  0.17700577  0.00872166  0.20974264]"
0,"[-0.5537141   0.27487752 -0.33098009  0.99936444 -0.55892801  0.23601708
 -0.36996698  0.99905616 -0.55740589  0.23709156 -0.35805675  0.99877447
 -0.55975294  0.23715556 -0.35921806  0.99891543 -0.58867824  0.23267004
 -0.34649405  0.99952078 -0.58534211  0.22880541 -0.35994187  0.99964762
 -0.57266808  0.219806   -0.33805323  0.99980718 -0.50232446  0.10018962
 -0.42359099  0.99893278 -0.51308113  0.10060303 -0.26500291  0.99978811
 -0.52523768  0.22010724 -0.33435944  0.999318   -0.511365    0.21276733
 -0.31590712  0.99954456 -0.30018881  0.0224636  -0.3105309   0.99965489
 -0.57978058 -0.00813742 -0.04621086  0.99996293 -0.14299271  0.12462577
 -0.27360269  0.88119268 -0.49552843  0.09429632  0.0880248   0.05179033
 -0.21571727  0.27760401 -0.11749758  0.8077926  -0.51121706  0.29012245
  0.11058397  0.68206155 -0.25492856  0.33612844 -0.10576155  0.81657052
 -0.56026167  0.30374923  0.07301795  0.7577492  -0.29058152  0.31083846
 -0.10608464  0.82696301 -0.56633323  0.28513438  0.05854078  0.76892352
 -0.22790226  0.26763609 -0.11177371  0.72574377 -0.51610446  0.30182835
  0.0977989   0.72378731  0.06009172  0.01187531 -0.06187603  0.99969804
 -0.0667427  -0.01334536  0.06147622  0.99982661  0.42854837  0.10299467
  0.09160204  0.27111331  0.26566386  0.03596775  0.19975683  0.01314504
  0.72896516  0.08847814  0.30984777  0.57458138  0.62929809  0.10598037
  0.44274798  0.03203265  0.76014906  0.11609815  0.33725673  0.61139166
  0.66030061  0.12641254  0.43078747  0.06337085  0.73411024  0.24172884
  0.34956905  0.60403264  0.60329211  0.26013827  0.43483773  0.10197932]"
0,"[ 0.6862371   0.00307931 -0.26068613  0.99996006  0.69288665 -0.0382546
 -0.26178977  0.99992657  0.69310987 -0.03724699 -0.24961917  0.99993539
  0.6934365  -0.03814611 -0.25404418  0.99994934  0.69830966 -0.0323501
 -0.30468091  0.99996459  0.69549483 -0.03129219 -0.3173534   0.9999789
  0.68521154 -0.02601596 -0.29335597  0.99998367  0.63313502 -0.09667581
 -0.19253707  0.99997365  0.54911429 -0.09926745 -0.32737079  0.99997449
  0.66407108  0.01274749 -0.22064441  0.99994612  0.6193338   0.01143042
 -0.28405184  0.99996412  0.48146594 -0.07676686  0.00140851  0.99996293
  0.46240211 -0.04618725 -0.22522195  0.9999938   0.37622637 -0.02554389
  0.15639217  0.04957259  0.17887306 -0.03029734 -0.22923408  0.99930072
  0.43904677  0.14253111  0.30672154  0.29618746  0.21759202  0.13620603
 -0.15364222  0.99963593  0.50873268  0.14611444  0.34532443  0.48752564
  0.2727735   0.20148796 -0.21147819  0.99935263  0.52168     0.14833048
  0.32381153  0.52698565  0.34293428  0.21073042 -0.17910039  0.99924856
  0.44046837  0.16389194  0.30026418  0.51017666  0.25617611  0.14805871
 -0.14921241  0.9980647   0.02032836 -0.00564566  0.12395536  0.999928
 -0.01358843  0.00590119 -0.12383835  0.9999795  -0.35537356  0.09968559
  0.23952121  0.07407067 -0.32101178  0.10037429  0.02697234  0.97447997
 -0.66265357  0.16960409  0.42694676  0.43260312 -0.69479311  0.1144217
  0.22253264  0.98709303 -0.69631928  0.16047508  0.45459595  0.67256904
 -0.72557706  0.1235038   0.20677039  0.97068769 -0.68037927  0.26540864
  0.48409492  0.74592358 -0.69780838  0.24362823  0.19541588  0.97578138]"
1,"[-0.00548543 -0.10309337 -0.77723956  0.99891448  0.017535   -0.12133769
 -0.79661906  0.99411494  0.01316863 -0.11257967 -0.78542644  0.99432558
  0.01489431 -0.11717355 -0.78843576  0.99315071 -0.01182974 -0.13031155
 -0.80342585  0.99758697 -0.00991852 -0.13179292 -0.82445842  0.99867851
 -0.00774996 -0.11351403 -0.80231816  0.99866211  0.08641603 -0.14942367
 -0.71825421  0.99815863 -0.06915762 -0.10905724 -0.72175419  0.9993825
  0.02953571 -0.11267992 -0.73033118  0.99862981 -0.00808476 -0.08815242
 -0.75326627  0.99931741  0.20015183 -0.14387436 -0.53554446  0.99998808
 -0.14241128 -0.20352724 -0.50645381  0.99999356  0.3220565   0.03532564
 -0.54325467  0.99323517 -0.27143797  0.07323711 -0.57608742  0.99069744
  0.37522125  0.32877845 -0.5176602   0.96404082 -0.30699778  0.34214559
 -0.64084572  0.99595439  0.39229906  0.350546   -0.53608876  0.93594849
 -0.30987355  0.36172786 -0.70357925  0.99154586  0.3184084   0.37781921
 -0.55572152  0.95893908 -0.2304634   0.36670169 -0.7088412   0.99433643
  0.35782549  0.3702141  -0.52396542  0.95568639 -0.27886963  0.36399117
 -0.65581566  0.99326998  0.10034886  0.00770554  0.04098477  0.99996352
 -0.10090575 -0.01061241 -0.04332019  0.99997962  0.1662232   0.29896897
  0.31028429  0.54248166 -0.05449213  0.19019827  0.31376925  0.36141896
  0.18466836  0.3903915   0.70149088  0.53679794 -0.07678339  0.34125987
  0.71308041  0.52987868  0.17485647  0.40076917  0.7496261   0.15726596
 -0.08251616  0.35225368  0.70756423  0.08502194  0.17942283  0.46948946
  0.68383837  0.83182067 -0.07808935  0.38364524  0.59714943  0.75303757]"
1,"[ 0.52460963 -0.1340491  -0.54775608  0.99999535  0.52416515 -0.17272422
 -0.54466063  0.99999201  0.52150202 -0.17300616 -0.53188729  0.99999416
  0.51980937 -0.17340747 -0.53602958  0.99999642  0.52030307 -0.174347
 -0.58364111  0.99999487  0.51874113 -0.17285205 -0.59834182  0.99999666
  0.50983405 -0.16439588 -0.57302719  0.99999523  0.45692334 -0.20257889
 -0.43364549  0.99999857  0.34681177 -0.20730269 -0.57073843  0.99999034
  0.50413388 -0.11935385 -0.48884404  0.99999607  0.45921934 -0.11407857
 -0.55689144  0.99999273  0.44151422 -0.13942812 -0.26015383  0.99999905
  0.26083881 -0.16064721 -0.41542044  0.99998271  0.51085877  0.08464259
 -0.16120385  0.98773962  0.14215747  0.08640441 -0.47236598  0.99975735
  0.49704722  0.33384746 -0.09516314  0.99710649  0.11943358  0.28611088
 -0.51788491  0.99978012  0.54787254  0.33642432 -0.08389979  0.99596882
  0.14024231  0.32608527 -0.61773521  0.99956948  0.51355076  0.34337822
 -0.13180584  0.99686569  0.21669412  0.32447913 -0.60074514  0.99957913
  0.47651625  0.3660731  -0.11258891  0.99626571  0.15019821  0.2957139
 -0.52793473  0.99894375  0.06255198  0.01123055  0.10026398  0.99998724
 -0.05580711 -0.01357151 -0.09742332  0.99998331 -0.30349499  0.14516191
  0.2648173   0.62001795 -0.31317565  0.10450778  0.10695821  0.98558074
 -0.59213352  0.16750668  0.54012758  0.84015799 -0.67388785  0.14085145
  0.36329079  0.99573022 -0.62423038  0.15608121  0.57863826  0.84008932
 -0.70168585  0.15032151  0.35428819  0.97889161 -0.59901172  0.23281252
  0.5639922   0.96250242 -0.66616213  0.20305778  0.29189116  0.99443877]"
1,"[-0.65391827 -0.04968263 -0.10830155  0.99981207 -0.65948766 -0.08360848
 -0.14187251  0.99952447 -0.6592626  -0.08395502 -0.12858963  0.99956757
 -0.65992475 -0.08309715 -0.13222858  0.99955851 -0.67125261 -0.09511811
 -0.1245498   0.99976844 -0.66900992 -0.09672764 -0.13692369  0.99984109
 -0.65588856 -0.09751774 -0.11637336  0.99989319 -0.58689368 -0.17809533
 -0.19358954  0.99966562 -0.56390983 -0.16814838 -0.04726422  0.99983358
 -0.61499703 -0.0898812  -0.11037473  0.99885857 -0.58477211 -0.08428191
 -0.09702468  0.99918002 -0.44321799 -0.12650126 -0.17281237  0.99968529
 -0.47821367 -0.19122806  0.18673451  0.99912649 -0.4818345   0.08887194
 -0.24049868  0.89927894 -0.42465806  0.07245389  0.19310011  0.01427048
 -0.53322208  0.30899525 -0.14064595  0.86703449 -0.49343261  0.31873423
  0.1389026   0.07920869 -0.59797668  0.34264255 -0.13917896  0.890971
 -0.54584146  0.3065635   0.11820519  0.13219732 -0.61345816  0.32563561
 -0.11548775  0.8851884  -0.57239366  0.28938055  0.09176075  0.13366143
 -0.53376579  0.30787432 -0.13096257  0.80020678 -0.51784384  0.32576618
  0.12060989  0.12000829 -0.00843693  0.01305544 -0.0790356   0.9998247
  0.00562085 -0.01560899  0.0795534   0.99972898  0.39242294  0.14205754
 -0.11297055  0.89990312  0.32365015  0.09760125  0.15720305  0.01524739
  0.76368344  0.21280262 -0.08494775  0.96704334  0.70067185  0.24743858
  0.28724045  0.10616741  0.7914201   0.24340297 -0.07881819  0.96542138
  0.72981524  0.26791102  0.25782615  0.28129569  0.7238214   0.35355413
 -0.11121418  0.97224438  0.64633417  0.35508993  0.23709786  0.33700964]"
0,"[-6.83413029e-01  1.56091288e-01 -1.16991058e-01  9.99953270e-01
 -6.92071795e-01  1.09723128e-01 -1.48079455e-01  9.99944448e-01
 -6.90268099e-01  1.09081253e-01 -1.35311946e-01  9.99949932e-01
 -6.92208588e-01  1.10668972e-01 -1.36543810e-01  9.99952674e-01
 -7.13046789e-01  1.06331423e-01 -1.25408858e-01  9.99962807e-01
 -7.11374462e-01  1.04879767e-01 -1.38646007e-01  9.99973059e-01
 -6.99548662e-01  9.88265872e-02 -1.17194653e-01  9.99971747e-01
 -6.24969542e-01 -7.70892203e-03 -1.94711566e-01  9.99980211e-01
 -6.22866869e-01  4.33133915e-04 -3.10439952e-02  9.99949217e-01
 -6.49572074e-01  1.08642295e-01 -1.18176393e-01  9.99938726e-01
 -6.26215756e-01  1.09231934e-01 -1.00232132e-01  9.99913573e-01
 -4.57428217e-01 -2.96872016e-02 -1.80297285e-01  9.99986291e-01
 -5.36541581e-01 -7.44675025e-02  1.81205899e-01  9.99780238e-01
 -2.90190637e-01 -2.94230264e-02 -2.66521454e-01  9.98636544e-01
 -2.63285309e-01 -1.29698485e-01  1.25350937e-01  2.54615974e-02
 -3.30811322e-01  1.36676073e-01 -2.02634439e-01  9.88406837e-01
 -3.03497434e-01  1.07578352e-01 -2.84323916e-02  1.25025269e-02
 -3.90817851e-01  1.83475047e-01 -1.95611581e-01  9.81784105e-01
 -3.53530258e-01  1.30521744e-01 -6.00266084e-02  2.79399045e-02
 -4.22485799e-01  1.69908136e-01 -1.79548219e-01  9.79673505e-01
 -4.10026342e-01  1.31726220e-01 -6.15529753e-02  2.78132949e-02
 -3.41159374e-01  1.29550964e-01 -1.91887170e-01  9.55853522e-01
 -3.31778795e-01  1.24250345e-01 -3.90188582e-02  2.73920838e-02
  1.92294153e-03  9.76309646e-03 -7.59215429e-02  9.99592245e-01
 -6.99848030e-03 -1.23899952e-02  7.68628195e-02  9.98915076e-01
  4.26695675e-01  2.35518087e-02 -5.38824201e-02  8.12581301e-01
  3.42430949e-01 -3.24518308e-02  1.18676759e-01  2.41730083e-02
  8.02105248e-01 -1.61354989e-02  2.39777984e-03  9.34581459e-01
  7.66480744e-01 -4.35050577e-03  2.08591938e-01  1.62686244e-01
  8.37267578e-01  6.22338429e-03  1.36842709e-02  9.35166895e-01
  7.98683643e-01  2.25185417e-03  1.72340199e-01  4.62959200e-01
  7.77890682e-01  1.25939175e-01 -1.99655630e-02  9.48841691e-01
  7.30823398e-01  1.14711180e-01  1.39364317e-01  3.86042714e-01]"
